,Resume,Category
555,training attended successfully completed esd program conducted zensar technologies pune successfully completed employability training conducted barclays global talent track nasscom foundation achievement treasurer ieee student branch jscoe pune worked team leader college various technical cultural event  idea got selected final prototyping round kpit sparkle  pune participated avishkar conducted savitribai phule pune university  idea submitted accenture innovation  pune brought sponsorship r  platinum auto formerly royal enfield  pune secured st rank college level competition poster presentation smart ambulance  pune organized ieee workshop excellence english public speaking  pune workshop attended successfully completed day workshop medical iot conducted ieee standard association vip  pune successfully completed day workshop introduction arduino scoe  pune successfully completed day workshop robotics junior conducted computer society india skncoe  pune participated various inter college technical competition scoe pict aissms pune education  june bachelor engineering computer pune maharashtra savitribai phule pune university june hsc maharashtra state board june ssc maharashtra state board python developer python developer atos syntel   python exprience month database exprience month mysql exprience month django exprience month html exprience month rest api exprience months   atos syntel  working developer field computer vision u based client banking domain design development computer vision based algorithm image preprocessing using opencv pil numpy unit testing debugging code maintaining version using git,Python Developer
640,software proficiency language basic c sql pl sqljavajavaeejavascripthtmlcssjquerymysqlspring hibernate software tool xillinx modelsim matlab multisim operating system window xp vista   ubuntu  profile  fpga implementation team size role programmer aes algorithm aes advanced encryption standard used cryptography protect data encrypted secret key te  sorting robot team size role mechanism designer tc sensor sort rgb color ball according color diploma  rfid based student team size role interface attendance system using gsm student show rfid card message send via gsm parent ward presenteducation  may savitribai phule pune maharashtra pune university march ssc maharashtra board devops engineer   c exprience month c exprience month sql exprience month pl sql exprience month core java exprience month javascript exprience le  month html exprience le  month cs exprience le  month jquery exprience le  month javaee exprience le  month mysql exprience le  month python exprience months   parkar consulting lab  working devops team parkar consulting lab hand aws well python,DevOps Engineer
912, set o window xp database mysql sql server  language core java web technology html cs testing manual testing database testing bug tracking reporting end user handlingeducation  january mc pune maharashtra pvp college pravaranagar january hsc akjunior college january ssc akmahavidyalya jr testing engineer jr testing engineer tech innovation ltd   testing exprience month window xp exprience month cs exprience month database exprience month database testing exprience months   tech innovation ltd  responsibility analyzing testing requirement preparing test plans test scenario preparing test case executing test case tracking bug coordinating developer order fix preparing test summary report reporting quality manager attending meeting   name web based time attendance application environment window  vista window xp window  window client mccia sapphire park bramha suncity wanless hospital role software testing duration month  name android time attendance application vehicle tracking system vistor management system environment android mobile android tablet client vankan security role application testing duration month  name web based factory automation process web based annual maintenance charge environment window  vista window xp window  window role software testing duration month  name web based library management system environment window  vista window xp window  window role software testing duration month,Testing
286, computer easily operate operating system like window work m office word excel powerpoint easily operate internet gym management software website mobile application education  january advance diploma hotel management j w institute hotel management gym management consultant gym management consultant sculpt fitness centre   excel exprience month powerpoint exprience month word exprience month gym management software exprience months   sculpt fitness centre  present sales fitness operation  ab fitness club  fitness sales administration facility house keeping  ab fitness club  sales fitness operation  ultimate fitness club   tripod fitness arena  sales administration  c k fitness  sale fitness staff recruitment key role designing promoting activity meet customer demand generate revenue advertising promoting club centre increase usage considering market research recruiting training supervising staff including managing staff rota taking daily weekly monthly reporting fitness manager sale team lead housekeeping head carrying health safety check equipment site retaining existing member providing good quality service providing good sale program prioritizing target activity user group especially local authority centre customer relationship providing training sale staff deal enquiries complaint emergency delivering fitness training coaching sport activity often good way maintaining contact customer preparing checking budget generating revenue cashing keeping stock record supplement utilizing group x studio scheduling exciting grouper batch writing monthly weekly report preparing cash ion centre owner enhancing profitability organizing delivering appropriate range fitness activity program keeping statistical financial record keeping check maintenance fitness equipment facility ensuring compliance health safety legislation maintaining customer service fitness hospitality standard planning undertaking administrative task promoting marketing business  endurance fitness club  fitness sales administration facility house keeping,Health and fitness
166,education  bca bachelor computer application pune maharashtra pune university hsc pune maharashtra pune university ssc pune maharashtra pune university web designing developer php developer exposys pvt ltd      exposys pvt ltd  technical  web development html  cs  bootstrap php ajax jquery javascript database mysql development tool notepad  sublime text framework codeigniter server apache tomcat xampp control panel operating system window  exposys pvt ltd  pune augest till date    pragat bharat system technology used html css bootstrap php jquery ajax database used sql team size position software developer synopsis  aim specially design people used collect information diifernt sector  ii go ayur system technology used html css bootstrap php jquery ajax database used sql team size position software developer synopsis go ayurveda panchakarma center one traditionally well established professional innovative provider classical ayurvedic health service kerala panchakarma therapy  iii vitsanindia system technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis online shooping app app user friendly option change language user find different category product choice  iv mahabaleshwartours technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis system provide online registration tour package information ticket booking online payment searching facility customer also generate different type report  v cityspaceindia technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis service provider website provide different category  vi fruitsbuddy technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis fruitbuddy manage  fruits customer order transaction payment manages information fruits stocks payment  totally built administrative end thus administrator guaranteed access purpose  build application program reduce manual work managing fruits customer stocks order  vii totalcitee technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis real estate web application created helping sell property web based user interface visitor website view particular desired product using search engine facility  viii golchha technology used html css bootstrap php jquery ajax java script database used sql team size position software developer synopsis service provider website provide different category,Web Designing
163,education  january bsc information technology mumbai maharashtra university mumbai january hsc allahabad uttar pradesh allahabad university january ssc dot net allahabad uttar pradesh allahabad university web designer developer trainer web designer developer   web design exprience month php exprience months   nettech india  working salary k personal interest listening music surfing net watching movie playing cricket  epi center academy  working salary contract based  aptech charni road  salary contract based,Web Designing
225,education  bachelor bachelor commerce india guru nanak high school sale manager   data entry exprience le  month cold calling exprience le  month sale exprience le  month salesforce exprience le  month m office exprience le  months   emperor honda   honda car india ltd  worked asm maruti dealership  currently working manager sale honda car dealership last  good sportsman represent college various cricket tournament lead nagpur university cricket team also searching job car dealership cricket academy,Sales
377,technical   java sql pl sql c c  bootstrap jsp ext j operating system window tool toad eclipse soapbox postman database oracle m sql m access m exceleducation  january computer technology gondia maharashtra manoharbhai patel institute engineering technology hsc gondia maharashtra smp science college java developer java developer xoriant solution pvt ltd      xoriant solution pvt ltd  pune period sept till date role java developer  resrent team responsible development various module hertz responsible development screen portfolio look after act primary control function developing webservices ensure hit xml json build various module inbuilt hertz provide interface end user task tool eclipse toad soapbox postman responsibility develop module backend middleware frontend bug fixing proactive developing enhancement resolve application incident within defined ucs creating different task ticket well debug provide solution workflow resolving db issue providing technical support ba keeping track deployment effect ongoing job contribution towards automation daily activity process based organization time within budget delivery meeting customer quality expectation maintain knowledge base domain known defect issues process development technique  xoriant solution pvt ltd  strong communication collaboration team building  proficiency grasping new technical concept quickly utilize productive manner  development web application resolve  related issue minimal time able communicate effectively multifunctional teams programmer technical staff level good knowledge java sql ext js jsp xml web service good interpersonal analytical  proven ability resolving complex software issue,Java Developer
410, area exposure modeling tool bizagi m visio prototyping tool indigo studio documentation m office m word m excel m power point testing proficiency smoke sanity integration functional acceptance ui methodology implemented waterfall agile scrum database sql testing tool hpqc business exposure education  bachelor computer engineering computer engineering mumbai maharashtra thadomal shahani engineering college diploma computer engineering ulhasnagar maharashtra institute technology secondary school certificate ulhasnagar maharashtra new english high school senior business analyst rpa senior business analyst rpa hexaware technology   documentation exprience month testing exprience month integration exprience month integrator exprience month prototype exprience months   hexaware technology  working rpa business analyst  bbh brown brother harriman co  private bank provides commercial banking investment management brokerage trust service private  individual also performs merger advisory foreign exchange custody services commercial banking corporate financing service responsibility performed automation assessment various process identified process candidate rpa conducting assessment involves initial understanding existing system technology processes usage tools feasibility tool automation tool along automation roi analysis preparing automation potential sheet describes step process volume frequency transaction aht taken sme perform process depending step could automated automation potential manual effort saved calculated calculating complexity process considered automation depending factor number bot number automation tool license determined implementing proof concept poc validate feasibility executing selected critical use case conducting poc help identify financial operational benefit provide recommendation regarding actual need complete automation gathering business requirement conducting ed interview business users stakeholders subject matter expert sme preparing business requirement document converted business requirement functional requirement specification constructing prototype early toward design acceptable customer feasible assisting designing test plans test scenario test case integration regression user acceptance testing uat improve overall quality automation participating regularly walkthroughs review meeting  manager qa engineers development team regularly interacting offshore onshore development team  fadv first advantage  criminal background check  delivers global solution ranging employment screening background check following process covered email process research process review process responsibility requirement gathering conducting interview brainstorming session stakeholder develop decision model execute rule per use case specification test validate decision model document test data maintain enhance decision model change regulation per use case specification responsible performing business research make business growth developing clear understanding existing business function process effectively communicate onsite client queries suggestions update giving suggestion enhance current process identifying area process improvement flagging potential problem early stage preparing powerpoint presentation document business meeting using information gathered write ed report highlighting risk issue could impact  delivery able work accurately develop maintain documentation internal team training client end user operation work efficiently team member across team mentor train junior team member  clinical testing lab work diagnostic testing  iqvia provides service customer includes clinical testing lab work diagnostic testing clinical trial customer need pay iqvia aging  invoice generated following process covered tracking payments automated real time metric reporting dashboard  past due notifications ar statements credit rebill responsibility conducting meeting client key stakeholder gather requirements analyze finalize formal sign offs approver gather perform analysis business requirement translating business requirement business requirement document brd  functional requirement document frd facilitating meeting appropriate subject matter expert business technology team coordinating business user community execution user acceptance test well tracking issue working collaborating coordinating offshore onsite team member fulfill ba responsibility  initiation post implementation reviewing test script business user well technology team execute test script expected result system integration test sit user acceptance test uat coordinating conducting production acceptance testing pat business user creating flow diagrams structure charts type system process representation managing change requirement baseline change control process utilizing standard methods design testing tool throughout  development life cycle work closely operational functional teams operation management personnel various technology team facilitate shared understanding requirement priority across area  eduavenir solution   mbms mbms inventory management application allows user manage inventory  different warehouses different product located various location help extract good procured sold returned customer generates automated invoicesalong withcustomized report also managescustomer complaint resolution system implementation along automated mi monthly basissales forecastingis also developed mi system streamlining process warehousing dispatch along online proof delivery management system pod documentation generated responsibility participate requirement gathering discussion client understand flow business process analyze requirement determine core processes develop process documentation ensure stay date conjunction going change participate process flow analysis preparing brd sr coordinating developers designer operation team various nuance  communicate stakeholder requirement requirement enhancement implementation finally deliver within estimated timeframe support uat reviewing test cases manage version control documents software build coordinate stakeholder uat sign coordinate internally production movement till golive stage application provide demo training internal end user using powerpoint presentation resolving  functional technical issue uat prioritizing production bug resolving within estimated timeframe preparing  status report production bug status stakeholder promoting networking online trading platform designing query sheet obtaining comparison quote various vendor development product code material code inventory management master data management  capgemini head office  type mobile device testing duration january august follet application take electronic request user book requires particular follet store ed information book include name book price date transaction party involved sent follet store user create request one book given date request processed user get mail date provided book responsibility understanding need business requirement preparing brd sr eliciting requirement client smes understanding dependency module system preparation test plan unit level integration level preparation execution test case defect tracking issue resolution risk monitoring status tracking reporting follow preparation test completion report  capgemini head office   capgemini head office  humana health care insurance  u deal supplying various medicine citizen per doctor reference patient insurance policy application keep track medicine user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history responsibility understanding requirement getting clarification client involved writing test case based test scenario execute ensuring test coverage using requirement traceability matrix rtm preparation test completion report  capgemini head office  testing trend wqr world quality report application allows user take survey different method technology used testing user choose answer type question three different category user facility search view export data excel also user get daily weekly report email new trend testing implemented around globe testing trend wqr app available android io platform responsibility understanding requirement getting clarification client writing test case based test scenario executed performing different type testing functional integration system uat defect resolution maintenance application,Business Analyst
360, language java operating system windows linux centos database oracle sql derby embedded db ide eclipse oxygen tool sonarqube putty responsibilitis participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order collaborated developer identify alleviate number bug software provided maintenance development bug fix patch set existing application education  bachelor engineering computer savitribai phule pune university java developer java developer aurus tech pvt ltd   java exprience month linux exprience month adavance java exprience le  month derby exprience le  month oracle exprience le  months   aurus tech pvt ltd    working payment gateway solution provider core java hardworking java developer enthusiastic working multicultural team  aurus tech pvt ltd  participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order collaborated developer identify alleviate number bug software provided continued maintenance development bug fix patch set existing application,Java Developer
147,technical  web technology angular js html  cs  sass bootstrap jquery javascript software brackets visual studio photoshop visual studio code education  january cse nagpur maharashtra ghraisoni college engineering october photography competition click nagpur maharashtra maharashtra state board college magazine ocean web designer web designer trust system software   photoshop exprience month bootstrap exprience month html exprience month javascript exprience month cs exprience le  month angular exprience le  months   trust system software   worked trustbank cbs   trustbank cbs core banking solution trust system role responsibility renovated complete ui make modern user friendly maintainable optimised bank use shared ui structure guideline incorporated development team around member achieved target  completion given time frame made required graphic  photoshop loan bazar loan appraisal   loan bazar mvc based application dedicated creating managing loan application goal application streamline process loan application integrate existing cbs role responsibility designed developed modern responsive ui entire application achieved target given time frame made required graphic  photoshop capital security bond application   capital security bond application mvc based application provided online platform purchase gold bond role responsibility designed developed modern responsive ui entire application achieved target given time frame made required graphic  photoshop softgst   softgst web based application asp application every tax payer vendor generating gstr return basis sale purchase data additionally application reconciliation gstr purchase register role responsibility designed developed ui dashboard trust analytica   trust analytika mobile web app show bank asset liability income expense role responsibility designed developed landing page application supported developer ui implementation website  name tsr technology service http tsrtechnologyservicescom vidarbha merchant urban co op bank http vmcbankcom gi http gissscoin softtrust usa http softtrustusacom role responsibility communicated client understand requirement made mock website designed developed complete website hosted stipulated time  wwwjalloshbandcom   name jallosh band wwwjalloshbandcom endeavor foundation role responsibility communicated client understand requirement made mock website designed developed complete website hosted stipulated time  magicalfingers  national international client interaction management digital data,Web Designing
276,education  may diploma nutrition education bengaluru karnataka ignou university june bachelor science clinical nutrition dietetics bengaluru karnataka smt vhd institute homescience health wellness coach advance pg diploma clinical research clinical data management sa      goqii technology ltd  motivate player ie goqii subscriber make permanent shift healthier lifestyle enhance health nutrition karma track analyse player lifestyle fitness data captured goqii band design custom wellness fitness goal mutually player coach meeting goal interact goqii player daily basis via goqii app text audio   via health marketing innovation viamedia health jointly organized national campaign maternal nutrition evaluation glaxosmithkline consumer healthcare conduct maternal nutritional counselling camp practicing gynaecologist different hospital clinic allotted medical representative conveying importance every nutrient required time food contain type nutrient coordinating area branch manager turn reporting viamedia manager daily report  lifekonnect department  united health care india pvt ltd lifekonnect business offer health checkup across city diagnostic centre leader business also look operation organising supervising medical customer different insurance  whose medical come rule regulation irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance proactively monitor deferral ensure done within stipulated time line ensuring high level professionalism pro active customer relationship management resolving query complaint fair manner within specified time co ordinating lifekonnect member different centre turn reporting team leader  vlcc healthcare ltd  counselling individual nutrition status providing diet instruction client impact eating nutrition create present service client handling enquiry customer distributor emails letters telephone etc preparing payment bill customer assisting slimming manager conference call discus nutritional care plans nutrition education co ordinating sale member turn reporting sale manager,Health and fitness
241, m office good communication  convincing power knowledge sale marketing customer sale management talent management direct sale management strength dedication dependability flexibility able work taxing demanding condition reasonably stretchable time slot team work able work cooperatively team lead team success education  sale manager   marketing exprience month direct sale exprience month marketing exprience month sale exprience month sale exprience months   bajaj finance   bajaj finance  sbi bank office assistence  k g n shope office assistence month vodafone telle caller  bajaj finserv ltd assistant sale manager month square capital sale manager month present working bajaj housing finance ltd assistant sale manager,Sales
184, language c basic  java basic web technology html  cs  bootstrap javascript jquery corel draw photoshop illustrator database mysql ide tool sublime text notepad operating system window xp window education  september bachelor engineer information technology nagpur maharashtra nagpur university may hsc secondary higher secondary state board secondary june ssc secondary higher secondary maharashtra state board secondary web graphic designer web graphic designer virtuous medium point pune   bootstrap exprience month html exprience month javascript exprience month jquery exprience month corel draw exprience month adobe photoshop exprience month adobe illustrator exprience month cs exprience months   virtuous medium point   cnc web world  internship program e sense solution pvtltd nagpur web designing developement presented  competition innovesta priyadarshini indira gandhi college engineering nagpur presented national level paper presentation tech wave srmce nagpur  e sense solution pvtltd  key result area designed website solution studying information needs conferring users studying system flow data usage work process understood process requirement provided use case business functional technical requirement interacted user requirement gathering prepared functional specification low level design document participated software development life cycle sdlc agile methodology right requirement analysis performed ed design module along implementation documentation integrated software module developed team member highlight developed various module per customer requirement identified fixed number bug related code database connectivity ui defect analyzed modified existing code incorporate number change application user requirements wrote new code required coded implemented integrated complex program using technology html  cs  javascript jquery bootstrap good command graphic designing effective idea  wwwnitkacom nagpur united corporation admin  mintmetrixcom tagline video admin  smartbadge admin  used technology like html  cs  bootstrap javascript jquery text editor sublime text wwwshreekiaspackcoin www staragroproductscom wwwluckystationerycoin used technology like html  cs  bootstrap javascript text editor notepad design various logos brochures advertising banners visiting cards pamphlet hoarding etc final   major  title web based disease diagnosis expert system duration    provide website doctor give online consultation particular disease system give better suggestion health problem mini  development shopping management system developed c curriculum extra curriculum activity  face  co ordinator  competition,Web Designing
737,technical  database oracle rdbms g g c technology utility data pump rman data guard asm rac golden gate tool occ putty sqlplus sql developer netbackup scom sccm vmware vsphere operating system rhel  rhel  unix microsoft windowseducation  database administrator database administrator bny mellon   database exprience month oracle exprience month rman exprience month netbackup exprience month scom exprience months   bny mellon  database team size duration jan till date client investment banking organization hosted eagle responsibility database management support managing critical production pre production test reporting database different platform  capacity management upgrade handling day day database activity monitoring incident management building new database per requirement prepare go live help multiple team working scheduled activity database patching cpu psu installing latest path production dev test database per suggestion oracle support database upgrade g c adding disk asm disk group building dr database using active data guard make sync prod resolving issue persists data guard management checking lagging status removing lagging archives checking process like rf mrp archive management working tablespace related issue managing user access profile importing exporting using datapump maintaining inventory database single centralize database refreshing test environment production database working oracle support resolve oracle error schedule daily weekly database backup using rman troubleshooting rman issue database cloning using rman take part cutover upgrade application higher version strictly following itil process incident management change management providing weekly report issue team meeting also participating suggesting service improvement plan database migration one server another different platform rca impact analysis reporting production outage previous organization brose india  central management   responsibility managing internal database server brose global providing x call support rotational shift performing day day database activity monitoring responding dba group mail alerts issue ad hoc business user requests etc database creation patching backup database frequent cycle using data pump rman database refreshes using rman datapump recovery using copy data rman monitoring log trace resolving issue creating new vm server prepare go live also decommissioning per requirement weekly patching window server using sccm taking action patching needed monitoring troubleshooting daily weekly o backup using symantec netbackup managing user account o user database user monitoring o level alert using scom  ii data center migration onsite  responsibility data center migration one activity migration datacenter one location another server database moved successfully installation oracle g linux platform worked service request incident change request creation users managing user privilege configured rman backup database patching database configuring physical standby database using dataguard cloning server migrate another cluster academia personal  bachelor engineering computer science engineering sgbau amravati university amravati cgpa current address mr yogesh tikhat c raj ahmad flat g  dream aakruti kalepadal hadapsar pune highest qualification cse pan aofpt c,Database
341,operating system window xp  tool package visual basic  uml packet tracer web technology core java advance java jsp hibernate spring language known c c database sql area interest software development programming academic   diploma title banking software  used gsm technology transaction message security purpose environment o window xp technology used frontend visual basic backend oracle title single sign  created single sign mechanism network security environment o window technology used frontend java backend oracle g title text based graphical password overcome shoulder surfing attack  created secure password system using random printing algo environment o window technology used frontend java backend mysql  title agriculture management system  created web application agriculture system farming environment o window technology used frontend hibernate backend mysql education  june february computer computer pune maharashtra savitribai phule pune university june ssc solapur maharashtra maharashtra secondary board java developer java developer   java exprience month database exprience month hibernate exprience le  month jsp exprience le  month servlet exprience le  months   maxgen technology pvtltd  working java developer hibernate technology developing web application using jsp servlet hibernate  prakshal academy  working trainer taught  n ccna routing switching,Java Developer
197,education  january bachelor engineering engineering mumbai maharashtra mgm college engineering diploma mechanical pune maharashtra mit president mechanical engineering student association president mechanical engineering student association      full throttle  conducted iit bombay worked president mechanical engineering student association mesa mit pune  rc car race stepcone  paper  contest exhibition conducted gmr instiute technology,Mechanical Engineer
87,education  november january llm master law hyderabad telangana sultan ul uloom college law september may ballb bachelor law hyderabad telangana osmania university pg college law advocate d litigation recently acquired master degree law   microsoft word exprience le  month litigation exprience le  month legal research exprience le  month contract exprience le  month internet savvy exprience le  month drafting exprience le  months   lrc office  working senior advocate l ravichander high court telangana  drafting legal correspondence,Advocate
385,education  january information technology pune maharashtra sawitribai phule pune university java developer java developer vertical software      vertical software  expertise design development web application using j ee servlets jsp javascript html css jquery ajax json d developing application using mvc architecture good understanding software development life cycle phase requirement gathering analysis design development unit testing language open source java j ee spring hibernate frame work scripting language server java jsp servlets db connectivity side program jdbc javascript jquery ajax json application server tomcat database mongodb mysql ides eclipse  title expense ledger role java developer tool technology java jsp servlet mysql javascript json jquery ajax  title trimurti developer realestate role java developer tool technology java jsp servlet mysql javascript json jquery ajax  title vimay enterprise role java developer tool technology java jsp spring hibernate maven jquery ajax  higher secondary school  pune,Java Developer
376,technical  trained  acquired  language known c c  j ee spring hibernate testing functional testing manual testing operating system window linux package m office database sql postgresqleducation  january january computer science engineering rtmnu university jhulelal institute technology january january hsc nagpur maharashtra maharashtra state board dayanand arya kanya junior college january january ssc nagpur maharashtra maharashtra state board java developer java developer inouvelle venture private limited   j ee exprience month c exprience month database exprience month functional testing exprience month linux exprience months   inouvelle venture private limited  nagpur  name stock management system december till date language implementation angular frontend  java j ee spring hibernate framework backend postgressql database role java developer operating system window xp  stock management system specially developing medicinal market software developing keep track medicines ailments surgical equipments also keep track wholesalers retailers employees customer  stock management system practice ordering storing tracking controlling inventory debtor invoicing software help small business freelancer keep track  asset stock management may also called stock control inventory management inventory control  inouvelle venture private limited   profile  inouvelle venture private limited  language implementation angular frontend  java j ee spring hibernate framework backend postgressql database role java developer manual testing operating system window xp   done oldest printing press nagpur proposed web based printing press management system designed according user system requirement fulfil existing problem system offer product service enhance organization growth efficiency profitability,Java Developer
317,computer knowledge drafting tool autocad package m office application operating system window x xp vista s  india working  alia construction nallasopara west mumbai since june may civil engineer   handle  title yashwant orichids position site engineer location nallasopara w mumbai maharashtra indiaeducation  ssc rajasthan board excellence polytechnic college civil engineer civil engineer site encharge   autocad exprience month civil engineer exprience month drafting exprience month engineer exprience month m office exprience months   site encharge  location andheri e marol bus depot near maruti high school midc mumbai maharashtra india  uae currently working nova engineering work since may till date civil engineer location flat b al maha building university city road muweilah commercial near alfalah round sharjah job responsibility achieving construction activity like excavation foundation pcc waterproofing rcc shuttering steel fixing casting concrete masonry brick work plastering tile fixing etc completion independently following design engineer of architecture structural updated drawing minor changes per site requirement needed inspection casting columns slab etc looking construction activities making requisition facilitating arrangement procurement construction material execution civil interior exterior ground finish work site supervision job responsibility scheduling work preparing verification sub contractor supplier bill working quantity verify quantity client engineer computer  drafting tool autocad package m office application operating system window x xp vista personal strength excellent communication  hardworking sincerity honesty individual team working capability knowledge minutes manpower material machine management manage development program strategy thank viewing resume  kherwadi police station  mumbai maharashtra india working  om construction since january april civil engineer   handle  title radha position senior engineer location dadar e hindu colony road mumbai maharashtra  title lodha eternis  expert construction   handle  title estado,Civil Engineer
900,computer proficiency basic m office powerpoint word outlook excel language known basic c cpp java basic networking basic command linux   minor   title applocker android  area android application  applocker provides protection system application well third party application installed android device password protection provided help pattern volume key hence extra measure privacy acquired major   title online complaint system cyber crime  area android application  online complaint system cyber crime android application use person lodged complaint police station regarding cyber crime action taken within prescribed time constraint person directly use application help directly lodge complaint commissioner office get store commissioner database necessary action taken strength belief team work team member leader hard ethical workereducation  january january yeshwantrao chavan nagpur maharashtra nagpur university diploma aggregate maharashtra state ssc education nagpur maharashtra maharashtra state testing engineer   android exprience month cpp exprience month database exprience month excel exprience month java exprience month selenium exprience month automation testing exprience month selenium webdriver exprience month manual testing exprience month regression testing exprience months   maxgen technology  software test engineer working maxgen technology past ,Testing
778, set hadoop map reduce hdfs hive sqoop java duration role hadoop developer rplus offer quick simple powerful cloud based solution demand sense accurately predict demand product market combine enterprise external data predict demand accurately us social conversation sentiment derive demand identifies significant driver sale horde factor selects best suited model multiple forecasting model product responsibility involved deploying product customers gathering requirement algorithm optimization backend product load transform large datasets structured semi structured responsible manage data coming different source application supported map reduce program running cluster involved creating hive tables loading data writing hive query run internally map reduce wayeducation  hadoop developer hadoop developer braindatawire   apache hadoop hdfs exprience month apache hadoop sqoop exprience month hadoop exprience month hadoop exprience month hadoop distributed file system exprience months   braindatawire  technical  programming core java map reduce scala hadoop tool hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating system linux centos  window source control git github,Hadoop
852,hobby playing chess solving rubik cube watching series language english hindi marathi education  january january bachelor degree information technology first class pune maharashtra jspm jayawantrao sawant college engineering january january diploma information technology first class nashik maharashtra k k wagh polytechnic january ssc first class nashik maharashtra new era english school blockchain developer blockchain developer corpcloud global service pvt ltd   blockchain exprience month smart contract exprience month dapps exprience month mean stack exprience months   corpcloud global service pvt ltd  worked productively team identify requirement proposed idea enhancing product developing managing user blockchain account wallet transaction regularly monitoring smooth execution blockchain transaction wallet function along identifying correcting possible error writing smart contracts api documenting  corpcloud global service pvt ltd  identifying complex bug system resolving implemented updated application module direction senior effectively coded required change alteration checked repository using bit bucket performed code check in check out regularly worked api,Blockchain
566,technical  language python python framework django drf database mysql oracle sqlite mongodb web technology css html restful web service rest methodology agile scrum version control github  managent tool jira operating system window unix education  drbamuaurangabad python developer python developer arsys inovics pvt ltd   cs exprience month django exprience month html exprience month mysql exprience month python exprience month web service exprience le  month logger exprience le  month mongodb exprience le  month json exprience le  month unix exprience le  month rest exprience le  month sqlit exprience le  months   arsys inovics pvt ltd   f ma frequency monitoring analysis system f ma f ma  managing network inventory network communication fault management network traffic analysis telecommunication service providers used support range telecommunication service operation support system os collectively provides support various element used public switched telephone networks example processing order may require information service customer already has network using currently available resource responsibility participated entire lifecycle  including design development deployment testing implementation support developed view template python django view controller templating language created user friendly website interface implemented navigation rule application page outcomes written controller using annotation created  using django django rest api mysql pymysql python html  cs created crud method get post put delete make request api server tested restful api using postman created unit test case unit testing worked json based rest web service wrote python routine log website fetch data selected option used python module requests urllib web crawling added navigation pagination filtering column adding removing desired column view created git repository added  github utilized agile process jira issue management track sprint cycle worked agile development environment environment python django mysql html css sqlalchemy json agile web service rest  urllib  arsys  working back end well front end developer working rest restfull api design develop  agile scrum git hub code deployment working mvt,Python Developer
